fam,tf,period,mult,side,n_tr_months,total_all,mean_in_bleed,mean_normal,hedge_edge,wr_bleed,mIS,mOOS,tot_bleed,squeeze
sq,H4,20,2.5,short,120,-29617.85159369939,-164.78077340461087,-261.5745535220256,96.79378011741474,0.2857142857142857,-68.41789386552806,-270.77994089760193,-3460.396241496828,200.0
sq,H4,40,2.0,both,121,-48474.23626744865,90.77674618551927,-503.80547937344556,594.5822255589649,0.5238095238095238,111.0053798235124,68.52524918372683,1906.3116698959047,50.0
sq,H4,40,2.0,long,121,-20079.631650498362,1.5682328143382274,-201.12564539599472,202.69387821033294,0.3333333333333333,35.013397315952304,-35.22144813743726,32.932889101102774,50.0
sq,H4,40,2.0,short,121,-29075.01254460868,83.95077069488737,-308.3797872920131,392.33055798690043,0.38095238095238093,55.086607242585494,115.70135049241944,1762.9661845926348,50.0
sq,H4,40,2.0,both,120,-53584.43259845894,106.41108264597815,-558.1906533402448,664.6017359862229,0.47619047619047616,216.36458068986312,-14.537765202295304,2234.632735565541,100.0
sq,H4,40,2.0,long,120,-22782.46230441128,4.162616435012318,-228.69877249546542,232.86138893047774,0.42857142857142855,100.36410079993551,-101.6590163664032,87.41494513525868,100.0
sq,H4,40,2.0,short,120,-31865.446851947112,93.36673940425793,-338.2614837943652,431.6282231986231,0.47619047619047616,98.19181039398494,88.05916131555823,1960.7015274894165,100.0
sq,H4,40,2.0,both,119,-51589.77582894941,96.58339583443124,-536.1802714147248,632.763667249156,0.47619047619047616,218.47299073713765,-37.49515855854579,2028.2513125230562,200.0
sq,H4,40,2.0,long,119,-20542.776124355812,1.9791333658705688,-205.84337925039085,207.82251261626143,0.38095238095238093,86.01689103100067,-90.46240006577254,41.561800683281945,200.0
sq,H4,40,2.0,short,119,-32429.45370050616,86.61191208334284,-342.4830385425636,429.09495062590645,0.42857142857142855,118.10215007786395,51.97265028936963,1818.8501537501998,200.0
sq,H4,40,2.5,both,121,-37687.995727392015,89.88736626081862,-395.756304188692,485.64367044951064,0.5238095238095238,150.7373517522912,22.952382220198796,1887.6346914771912,50.0
sq,H4,40,2.5,long,120,-15261.130856356474,-5.844286319145492,-151.38400843654418,145.5397221173987,0.47619047619047616,-11.42238001193205,0.29161674291972306,-122.73001270205532,50.0
